Date	Time	IP	User	Table	Action	Key field	Field	Old value	New value
Sep 18,2024	17:40:23	189.202.90.200	edgar_gomez	users	login
Sep 18,2024	17:47:31	189.202.90.200	edgar_gomez	users	login
Sep 18,2024	17:49:12	189.202.90.200	edgar_gomez	registro	add	2539	texto		----------------------------------------------------------------------------------- • 777777.7777.7 • Documentacion Vehicular • Operador • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE         MEGA\MEGAsy
Sep 18,2024	17:49:12	189.202.90.200	edgar_gomez	registro	add	2539	tipo_de_documento		11
Sep 18,2024	17:55:10	189.202.90.200	edgar_gomez	registro	edit	2539	texto	----------------------------------------------------------------------------------- • 777777.7777.7 • Documentacion Vehicular • Operador • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE         MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL FAST   Color & Copy     MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL Color & Copy • TTL  • DCVH•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •            • AUTOCHECK •            • PLATES •                         --                        --  STTS:              -- $$$ :                  -- O//O:          --   •      •      •     •       •      •     •      •      •      •      •      •      •      •      •      • . - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .      •       •      •      •     •      •      •      •      •      •      •      •      •      •      •  ----------------------------------------------------------------------------------- • 777777.7777.7 • Documentacion Vehicular • Operador • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE         MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL FAST   Color & Copy     MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL Color & Copy • TTL  • DCVH•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •            • AUTOCHECK •            • PLATES •                         --                        --  STTS:              -- $$$ :                  -- O//O:          --   •      •      •     •       •      •     •      •      •      •      •      •      •      •      •      • . - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .      •       •      •      •     •      •      •      •      •      •      •      •      •      •      •	----------------------------------------------------------------------------------- • 240918.1049.3 • ¥ • • Documentacion Vehicular • Aldo Gómez Pérez • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE      
Sep 18,2024	18:05:40	189.202.90.200	edgar_gomez	registro	edit	2539	texto	----------------------------------------------------------------------------------- • 240918.1049.3 • ¥ • • Documentacion Vehicular • Aldo Gómez Pérez • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE         MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL FAST   Color & Copy     MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL Color & Copy • TTL  • DCVH•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:   N051366                  --     DTS:   1N6AD07U35C441366 • ¥ •            • AUTOCHECK •            1N6AD07U35C441366 • 7X35176 •                         --              2005 Nissan Frontier LE / NISMO / SE VIN: 1N6AD07U35C441366  Style / Body: Crew Cab 4DEngine: 4.0L V6 FI Gasoline  Country of Assembly: United States           --             %01N6AD07U35C441366C7X35176Z          --  STTS:              -- $$$ :                  -- O//O:          --   •      •      •     •       •      •     •      •      •      •      •      •      •      •      •      • . - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .      •       •      •      •     •      •      •      •      •      •      •      •      •      •      •  ----------------------------------------------------------------------------------- • 777777.7777.7 • Documentacion Vehicular • Operador • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE         MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL FAST   Color & Copy     MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\TTL Color & Copy • TTL  • DCVH•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •            • AUTOCHECK •            • PLATES •                         --                        --  STTS:              -- $$$ :                  -- O//O:          --   •      •      •     •       •      •     •      •      •      •      •      •      •      •      •      • . - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .      •       •      •      •     •      •      •      •      •      •      •      •      •      •      •	----------------------------------------------------------------------------------- • 240918.1049.3 • ¥ • • Documentacion Vehicular • Aldo Gómez Pérez • Cliente Operador • #TTL                62920112916 • Post-it              MEGA\MEGAsync\The Hitckhikers\180416\NEW\TTL\CA\Post-it  • TTL FILE      
Sep 18,2024	18:06:19	189.202.90.200	edgar_gomez	registro	add	2540	texto		----------------------------------------------------------------------------------- • 777777.7777.7 • OLJ • Operador • Cliente Operador • OLJ•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •     
Sep 18,2024	18:06:19	189.202.90.200	edgar_gomez	registro	add	2540	tipo_de_documento		3
Sep 18,2024	18:24:41	189.202.90.200	edgar_gomez	registro	edit	2540	texto	----------------------------------------------------------------------------------- • 777777.7777.7 • OLJ • Operador • Cliente Operador • OLJ•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •            • AUTOCHECK •            • PLATES •                         --                        --                       --  STTS:              -- $$$ :                  -- O//O:          --   •      •      •     •       •      •     •      •      •      •      •      •      •      •      •      • . - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .0. - .      •       •      •      •     •      •      •      •      •      •      •      •      •      •      •	----------------------------------------------------------------------------------- • 777777.7777.7 • OLJ • Operador • Cliente Operador • OLJ•0000•000000•0000000     -----------------------------------------------------------------------------------  17M:                     --     DTS:   • ¥ •     
Sep 18,2024	18:40:38	189.202.90.200	edgar_gomez	registro	add	2541	texto		----------------------------------------------------------------------------------- • 000000.0000.0 • Documentacion Vehicular • Operador • Cliente • Operardor • Cliente • Operardor • DEPICITOS                                          •   https://www.gob.mx/banjercito/articulos/sistema-de-importacion
